"release_date","region","issue","epiweek","lag","num_ili","num_patients","num_providers","num_age_0","num_age_1","num_age_2","num_age_3","num_age_4","num_age_5","wili","ili"
2017-10-24,"hhs2",2017-10-01,2015-11-08,99,1794,122606,197,735,570,NA,276,114,99,1.07336,1.46322
2017-10-24,"hhs2",2017-10-01,2015-11-15,98,2025,122796,187,862,664,NA,302,106,91,1.3633,1.64908
2017-10-24,"hhs2",2017-10-01,2015-11-22,97,1929,107532,188,894,563,NA,274,116,82,1.35069,1.79388
2017-10-24,"hhs2",2017-10-01,2015-11-29,96,2559,128756,196,1164,835,NA,333,146,81,1.57092,1.98748
2017-10-24,"hhs2",2017-10-01,2015-12-06,95,2834,129156,191,1317,935,NA,347,153,82,1.86092,2.19425
2017-10-24,"hhs2",2017-10-01,2015-12-13,94,2909,127317,197,1382,887,NA,375,157,108,1.74541,2.28485
2017-10-24,"hhs2",2017-10-01,2015-12-20,93,2925,106479,198,1520,803,NA,343,130,129,2.29498,2.74702
2017-10-24,"hhs2",2017-10-01,2015-12-27,92,3229,109778,191,1723,787,NA,434,150,135,2.30133,2.94139
2017-10-24,"hhs2",2017-10-01,2016-01-03,91,2870,121504,191,1266,760,NA,475,224,145,1.77591,2.36206
2017-10-24,"hhs2",2017-10-01,2016-01-10,90,2813,120619,197,1070,904,NA,485,211,143,2.37764,2.33214
2017-10-24,"hhs2",2017-10-01,2016-01-17,89,2726,114793,201,1048,829,NA,505,212,132,2.18428,2.37471
2017-10-24,"hhs2",2017-10-01,2016-01-24,88,3255,125792,202,1128,1143,NA,587,253,144,2.32815,2.5876
2017-10-24,"hhs2",2017-10-01,2016-01-31,87,3559,129448,205,1104,1331,NA,714,277,133,2.50124,2.74937
2017-10-24,"hhs2",2017-10-01,2016-02-07,86,4013,124363,198,1203,1486,NA,837,328,159,3.21581,3.22684
2017-10-24,"hhs2",2017-10-01,2016-02-14,85,4061,122933,197,1262,1355,NA,932,346,166,2.76832,3.30343
2017-10-24,"hhs2",2017-10-01,2016-02-21,84,4242,129829,190,1209,1364,NA,1032,443,194,3.17342,3.26737
2017-10-24,"hhs2",2017-10-01,2016-02-28,83,4645,130941,199,1251,1815,NA,1012,390,177,3.69465,3.5474
2017-10-24,"hhs2",2017-10-01,2016-03-06,82,5294,134272,193,1338,2087,NA,1195,460,214,4.01335,3.94274
2017-10-24,"hhs2",2017-10-01,2016-03-13,81,4321,125497,192,1150,1776,NA,890,334,171,4.07985,3.44311
2017-10-24,"hhs2",2017-10-01,2016-03-20,80,3844,123716,182,998,1616,NA,778,294,158,3.34526,3.10712
2017-10-24,"hhs2",2017-10-01,2016-03-27,79,3115,119913,157,802,1299,NA,647,239,128,2.27089,2.59772
2017-10-24,"hhs2",2017-10-01,2016-04-03,78,2575,116688,159,625,1059,NA,568,192,131,1.9742,2.20674
2017-10-24,"hhs2",2017-10-01,2016-04-10,77,2746,119571,155,725,1233,NA,487,186,115,2.22224,2.29654
2017-10-24,"hhs2",2017-10-01,2016-04-17,76,2734,120041,155,712,1193,NA,515,207,107,2.00991,2.27756
2017-10-24,"hhs2",2017-10-01,2016-04-24,75,2218,112984,141,620,811,NA,482,179,126,1.6754,1.96311
2017-10-24,"hhs2",2017-10-01,2016-05-01,74,1890,113819,150,566,629,NA,423,157,115,1.4765,1.66053
2017-10-24,"hhs2",2017-10-01,2016-05-08,73,1872,113954,147,575,680,NA,374,140,103,1.38879,1.64277
2017-10-24,"hhs2",2017-10-01,2016-05-15,72,1750,114209,145,555,635,NA,330,133,97,1.25627,1.53228
2017-10-24,"hhs2",2017-10-01,2016-05-22,71,1598,101714,97,529,541,NA,316,115,97,1.21486,1.57107
2017-10-24,"hhs2",2017-10-01,2016-05-29,70,1541,107929,144,574,494,NA,277,111,85,0.83189,1.42779
2017-10-24,"hhs2",2017-10-01,2016-06-05,69,1520,110051,140,572,506,NA,245,114,83,0.892695,1.38118
2017-10-24,"hhs2",2017-10-01,2016-06-12,68,1466,108113,142,578,470,NA,232,91,95,0.829248,1.35599
2017-10-24,"hhs2",2017-10-01,2016-06-19,67,1458,112366,140,587,475,NA,235,96,65,0.805577,1.29755
2017-10-24,"hhs2",2017-10-01,2016-06-26,66,1352,107867,136,503,462,NA,236,91,60,0.839301,1.2534
2017-10-24,"hhs2",2017-10-01,2016-07-03,65,1156,103212,129,431,366,NA,207,93,59,0.682034,1.12002
2017-10-24,"hhs2",2017-10-01,2016-07-10,64,1142,111390,136,417,344,NA,231,88,62,0.660509,1.02523
2017-10-24,"hhs2",2017-10-01,2016-07-17,63,1312,109955,131,504,407,NA,248,80,73,0.679526,1.19322
2017-10-24,"hhs2",2017-10-01,2016-07-24,62,1271,109217,139,500,411,NA,230,70,60,0.746436,1.16374
2017-10-24,"hhs2",2017-10-01,2016-07-31,61,1201,108559,129,412,401,NA,249,85,54,0.634354,1.10631
2017-10-24,"hhs2",2017-10-01,2016-08-07,60,1161,109900,128,445,371,NA,208,84,53,0.533826,1.05641
2017-10-24,"hhs2",2017-10-01,2016-08-14,59,1074,108375,119,416,373,NA,182,51,52,0.568049,0.991003
2017-10-24,"hhs2",2017-10-01,2016-08-21,58,1252,109199,118,439,412,NA,249,91,61,0.60012,1.14653
2017-10-24,"hhs2",2017-10-01,2016-08-28,57,1204,110257,124,416,376,NA,267,91,54,0.603582,1.09199
2017-10-24,"hhs2",2017-10-01,2016-09-04,56,1115,109732,122,380,374,NA,214,76,71,0.68985,1.01611
2017-10-24,"hhs2",2017-10-01,2016-09-11,55,1268,117045,122,405,419,NA,254,103,87,0.739722,1.08334
2017-10-24,"hhs2",2017-10-01,2016-09-18,54,1602,119394,122,565,555,NA,302,101,79,0.767777,1.34178
2017-10-24,"hhs2",2017-10-01,2016-09-25,53,1710,112827,124,611,601,NA,302,112,84,0.932667,1.51559
2018-10-05,"hhs2",2018-09-23,2016-10-02,103,2200,135958,176,807,696,NA,420,171,106,1.74499,1.61815
2018-10-05,"hhs2",2018-09-23,2016-10-09,102,2238,134502,172,826,687,NA,429,190,106,1.88524,1.66392
2018-10-05,"hhs2",2018-09-23,2016-10-16,101,2420,139343,177,912,743,NA,450,185,130,1.93008,1.73672
2018-10-05,"hhs2",2018-09-23,2016-10-23,100,2442,134735,182,971,757,NA,410,176,128,2.05051,1.81245
2018-10-05,"hhs2",2018-09-23,2016-10-30,99,2732,136637,181,1091,865,NA,433,210,133,2.2409,1.99946
2018-10-05,"hhs2",2018-09-23,2016-11-06,98,2959,133837,177,1279,888,NA,434,224,134,2.46429,2.2109
2018-10-05,"hhs2",2018-09-23,2016-11-13,97,3172,140146,181,1380,1000,NA,447,196,149,2.53078,2.26335
2018-10-05,"hhs2",2018-09-23,2016-11-20,96,3221,117977,185,1409,992,NA,458,202,160,3.25846,2.73019
2018-10-05,"hhs2",2018-09-23,2016-11-27,95,3718,140600,176,1623,1150,NA,544,241,160,3.18884,2.64438
2018-10-05,"hhs2",2018-09-23,2016-12-04,94,4020,141210,188,1798,1210,NA,579,247,186,3.26288,2.84682
2018-10-05,"hhs2",2018-09-23,2016-12-11,93,4266,135888,186,1671,1534,NA,602,255,204,3.40303,3.13935
2018-10-05,"hhs2",2018-09-23,2016-12-18,92,5570,138727,190,1899,2224,NA,817,346,284,4.54373,4.01508
2018-10-05,"hhs2",2018-09-23,2016-12-25,91,6723,131826,160,2309,2487,NA,1114,482,331,6.04479,5.0999
2018-10-05,"hhs2",2018-09-23,2017-01-01,90,5748,138269,173,1922,1800,NA,1116,505,405,5.34376,4.15711
2018-10-05,"hhs2",2018-09-23,2017-01-08,89,5579,136877,173,1574,2222,NA,991,442,350,5.07086,4.07592
2018-10-05,"hhs2",2018-09-23,2017-01-15,88,6513,141867,186,1796,3003,NA,938,424,352,5.68166,4.59092
2018-10-05,"hhs2",2018-09-23,2017-01-22,87,6645,144736,198,1799,3161,NA,936,438,311,6.01053,4.59112
2018-10-05,"hhs2",2018-09-23,2017-01-29,86,6778,143090,200,1796,3433,NA,865,394,290,6.49829,4.73688
2018-10-05,"hhs2",2018-09-23,2017-02-05,85,6677,137775,195,1915,3212,NA,906,359,285,6.93759,4.84631
2018-10-05,"hhs2",2018-09-23,2017-02-12,84,5330,136975,184,1533,2391,NA,782,355,269,5.72327,3.89122
2018-10-05,"hhs2",2018-09-23,2017-02-19,83,4493,133875,183,1416,1735,NA,731,347,264,4.74394,3.35612
2018-10-05,"hhs2",2018-09-23,2017-02-26,82,3385,133807,193,1172,1187,NA,601,252,173,3.14868,2.52976
2018-10-05,"hhs2",2018-09-23,2017-03-05,81,2984,128837,177,1006,1127,NA,495,213,143,3.07779,2.3161
2018-10-05,"hhs2",2018-09-23,2017-03-12,80,2906,119479,185,947,1103,NA,498,218,140,3.26144,2.43223
2018-10-05,"hhs2",2018-09-23,2017-03-19,79,3371,139418,192,997,1428,NA,556,205,185,3.07912,2.41791
2018-10-05,"hhs2",2018-09-23,2017-03-26,78,3937,136867,190,1167,1692,NA,615,290,173,3.72855,2.87652
2018-10-05,"hhs2",2018-09-23,2017-04-02,77,3865,138250,184,1092,1757,NA,606,261,149,3.73,2.79566
2018-10-05,"hhs2",2018-09-23,2017-04-09,76,3200,130752,177,1167,1109,NA,489,239,196,3.07639,2.44738
2018-10-05,"hhs2",2018-09-23,2017-04-16,75,2533,132470,178,822,795,NA,536,224,156,2.30839,1.91213
2018-10-05,"hhs2",2018-09-23,2017-04-23,74,2345,133501,179,752,816,NA,420,207,150,2.37195,1.75654
2018-10-05,"hhs2",2018-09-23,2017-04-30,73,2220,138897,177,764,776,NA,402,170,108,2.01884,1.59831
2018-10-05,"hhs2",2018-09-23,2017-05-07,72,2405,135199,178,776,848,NA,448,191,142,2.04102,1.77886
2018-10-05,"hhs2",2018-09-23,2017-05-14,71,2451,134734,174,876,824,NA,450,166,135,2.05369,1.81914
2018-10-05,"hhs2",2018-09-23,2017-05-21,70,1982,127608,157,682,708,NA,348,131,113,1.82629,1.55319
2018-10-05,"hhs2",2018-09-23,2017-05-28,69,2057,121958,163,722,701,NA,371,145,118,1.95155,1.68665
2018-10-05,"hhs2",2018-09-23,2017-06-04,68,2263,127037,162,977,675,NA,341,141,129,1.8621,1.78137
2018-10-05,"hhs2",2018-09-23,2017-06-11,67,1870,125763,158,747,599,NA,301,121,102,1.69066,1.48692
2018-10-05,"hhs2",2018-09-23,2017-06-18,66,1780,126429,159,644,613,NA,304,113,106,1.82187,1.4079
2018-10-05,"hhs2",2018-09-23,2017-06-25,65,1723,124000,162,721,513,NA,265,120,104,1.57032,1.38952
2018-10-05,"hhs2",2018-09-23,2017-07-02,64,1600,114733,159,657,458,NA,287,107,91,1.52523,1.39454
2018-10-05,"hhs2",2018-09-23,2017-07-09,63,1399,116371,148,531,437,NA,247,110,74,1.38403,1.20219
2018-10-05,"hhs2",2018-09-23,2017-07-16,62,1373,118525,148,556,379,NA,231,113,94,1.44517,1.15841
2018-10-05,"hhs2",2018-09-23,2017-07-23,61,1419,116490,146,561,431,NA,235,122,70,1.45844,1.21813
2018-10-05,"hhs2",2018-09-23,2017-07-30,60,1339,115395,146,528,395,NA,227,102,87,1.32634,1.16036
2018-10-05,"hhs2",2018-09-23,2017-08-06,59,1391,116508,147,537,406,NA,262,104,82,1.34713,1.19391
2018-10-05,"hhs2",2018-09-23,2017-08-13,58,1195,112561,146,436,334,NA,238,117,70,1.15738,1.06165
2018-10-05,"hhs2",2018-09-23,2017-08-20,57,1364,117149,147,507,401,NA,281,91,84,1.41483,1.16433
2018-10-05,"hhs2",2018-09-23,2017-08-27,56,1335,117334,143,491,353,NA,278,115,98,1.32425,1.13778
2018-10-05,"hhs2",2018-09-23,2017-09-03,55,1299,115933,143,474,374,NA,242,114,95,1.46271,1.12047
2018-10-05,"hhs2",2018-09-23,2017-09-10,54,1749,137440,154,546,555,NA,375,152,121,1.41239,1.27256
2018-10-05,"hhs2",2018-09-23,2017-09-17,53,2018,136380,158,678,661,NA,382,143,154,1.5084,1.47969
2018-10-05,"hhs2",2018-09-23,2017-09-24,52,2096,141695,155,773,651,NA,386,158,128,1.55442,1.47923
2019-10-04,"hhs2",2019-09-22,2017-10-01,103,2017,143092,177,749,614,NA,369,149,136,1.52964,1.40958
2019-10-04,"hhs2",2019-09-22,2017-10-08,102,2134,141881,176,806,613,NA,413,161,141,1.63699,1.50408
2019-10-04,"hhs2",2019-09-22,2017-10-15,101,2514,146885,179,913,835,NA,446,168,152,1.86708,1.71154
2019-10-04,"hhs2",2019-09-22,2017-10-22,100,2660,147660,181,1044,804,NA,405,215,192,2.09091,1.80144
2019-10-04,"hhs2",2019-09-22,2017-10-29,99,2713,142452,169,1110,813,NA,451,195,144,2.41627,1.9045
2019-10-04,"hhs2",2019-09-22,2017-11-05,98,2722,142963,178,1180,778,NA,421,191,152,2.39732,1.90399
2019-10-04,"hhs2",2019-09-22,2017-11-12,97,3454,146946,183,1495,966,NA,539,260,194,2.828,2.35052
2019-10-04,"hhs2",2019-09-22,2017-11-19,96,3028,130409,181,1355,812,NA,464,218,179,2.83733,2.32193
2019-10-04,"hhs2",2019-09-22,2017-11-26,95,3106,150567,181,1276,875,NA,496,257,202,2.97265,2.06287
2019-10-04,"hhs2",2019-09-22,2017-12-03,94,3830,145634,180,1634,1098,NA,589,286,223,3.15216,2.62988
2019-10-04,"hhs2",2019-09-22,2017-12-10,93,3941,139115,177,1515,1263,NA,620,303,240,3.59161,2.83291
2019-10-04,"hhs2",2019-09-22,2017-12-17,92,4603,140423,171,1748,1480,NA,750,362,263,4.3243,3.27795
2019-10-04,"hhs2",2019-09-22,2017-12-24,91,4944,127172,158,1823,1363,NA,973,429,356,4.52747,3.88765
2019-10-04,"hhs2",2019-09-22,2017-12-31,90,4937,123461,173,1539,1315,NA,1114,554,415,4.93792,3.99883
2019-10-04,"hhs2",2019-09-22,2018-01-07,89,6300,148576,174,1676,1990,NA,1373,693,568,5.89362,4.24025
2019-10-04,"hhs2",2019-09-22,2018-01-14,88,8361,149971,177,2064,2964,NA,1767,928,638,6.831,5.57508
2019-10-04,"hhs2",2019-09-22,2018-01-21,87,11653,165510,178,2774,4472,NA,2372,1214,821,8.44625,7.04066
2019-10-04,"hhs2",2019-09-22,2018-01-28,86,13780,165901,177,3127,5793,NA,2656,1310,894,9.84631,8.30616
2019-10-04,"hhs2",2019-09-22,2018-02-04,85,15495,170047,178,3368,6807,NA,3007,1395,918,10.3506,9.11219
2019-10-04,"hhs2",2019-09-22,2018-02-11,84,14238,156246,145,3226,6101,NA,2751,1298,862,10.1735,9.11255
2019-10-04,"hhs2",2019-09-22,2018-02-18,83,9721,149576,179,2568,3467,NA,2001,987,698,7.36484,6.49904
2019-10-04,"hhs2",2019-09-22,2018-02-25,82,5348,132722,142,1407,1756,NA,1228,561,396,4.95815,4.02948
2019-10-04,"hhs2",2019-09-22,2018-03-04,81,4368,134681,174,1236,1454,NA,906,440,332,4.64753,3.24322
2019-10-04,"hhs2",2019-09-22,2018-03-11,80,3855,138084,177,1042,1368,NA,761,401,283,3.6831,2.79178
2019-10-04,"hhs2",2019-09-22,2018-03-18,79,3555,135005,175,1011,1213,NA,771,306,254,3.20794,2.63324
2019-10-04,"hhs2",2019-09-22,2018-03-25,78,3421,136170,169,939,1189,NA,699,349,245,3.21338,2.5123
2019-10-04,"hhs2",2019-09-22,2018-04-01,77,2881,131827,171,872,805,NA,632,330,242,2.90488,2.18544
2019-10-04,"hhs2",2019-09-22,2018-04-08,76,2728,140130,172,935,762,NA,562,267,202,2.56448,1.94676
2019-10-04,"hhs2",2019-09-22,2018-04-15,75,2428,134468,167,894,757,NA,449,184,144,2.28189,1.80563
2019-10-04,"hhs2",2019-09-22,2018-04-22,74,2524,141770,168,831,804,NA,462,238,189,2.18437,1.78035
2019-10-04,"hhs2",2019-09-22,2018-04-29,73,2550,143622,166,909,839,NA,394,214,194,2.97661,1.77549
2019-10-04,"hhs2",2019-09-22,2018-05-06,72,2469,149249,160,924,830,NA,386,181,148,1.99419,1.65428
2019-10-04,"hhs2",2019-09-22,2018-05-13,71,2295,138415,152,826,747,NA,416,163,143,1.95103,1.65806
2019-10-04,"hhs2",2019-09-22,2018-05-20,70,2401,139414,150,884,730,NA,415,167,205,2.07015,1.72221
2019-10-04,"hhs2",2019-09-22,2018-05-27,69,2057,125670,115,818,595,NA,320,183,141,1.91661,1.63683
2019-10-04,"hhs2",2019-09-22,2018-06-03,68,2149,135483,151,818,614,NA,384,175,158,1.51493,1.58618
2019-10-04,"hhs2",2019-09-22,2018-06-10,67,2009,133623,150,713,541,NA,379,189,187,1.42361,1.50348
2019-10-04,"hhs2",2019-09-22,2018-06-17,66,1817,133540,149,666,514,NA,315,168,154,1.40763,1.36064
2019-10-04,"hhs2",2019-09-22,2018-06-24,65,1626,130089,146,612,424,NA,317,148,125,1.28324,1.24991
2019-10-04,"hhs2",2019-09-22,2018-07-01,64,1460,125847,144,587,382,NA,266,122,103,1.27543,1.16014
2019-10-04,"hhs2",2019-09-22,2018-07-08,63,1469,133376,149,521,389,NA,293,139,127,0.897869,1.1014
2019-10-04,"hhs2",2019-09-22,2018-07-15,62,1408,131318,146,485,398,NA,280,140,105,1.10442,1.07221
2019-10-04,"hhs2",2019-09-22,2018-07-22,61,1204,129943,146,405,330,NA,248,120,101,0.983368,0.92656
2019-10-04,"hhs2",2019-09-22,2018-07-29,60,1295,131624,144,413,441,NA,251,85,105,1.00842,0.983863
2019-10-04,"hhs2",2019-09-22,2018-08-05,59,1365,132299,139,494,382,NA,251,122,116,1.09543,1.03175
2019-10-04,"hhs2",2019-09-22,2018-08-12,58,1354,128262,138,500,403,NA,265,99,87,1.04028,1.05565
2019-10-04,"hhs2",2019-09-22,2018-08-19,57,1409,127603,137,536,377,NA,290,109,97,1.23797,1.10421
2019-10-04,"hhs2",2019-09-22,2018-08-26,56,1409,131102,139,512,396,NA,281,126,94,1.16209,1.07474
2019-10-04,"hhs2",2019-09-22,2018-09-02,55,1643,132972,130,558,458,NA,327,154,146,1.43392,1.2356
2019-10-04,"hhs2",2019-09-22,2018-09-09,54,1921,136079,132,611,556,NA,411,197,146,1.54246,1.41168
2019-10-04,"hhs2",2019-09-22,2018-09-16,53,2612,143381,129,838,838,NA,510,231,195,1.88829,1.82172
2019-10-04,"hhs2",2019-09-22,2018-09-23,52,2859,148232,148,989,903,NA,538,226,203,2.05903,1.92873
2020-10-02,"hhs2",2020-09-20,2018-09-30,103,3770,206903,260,1092,1198,NA,775,374,331,2.40705,1.82211
2020-10-02,"hhs2",2020-09-20,2018-10-07,102,3783,211335,263,1217,1104,NA,735,404,323,2.29853,1.79005
2020-10-02,"hhs2",2020-09-20,2018-10-14,101,3987,201523,262,1294,1232,NA,747,389,325,2.46048,1.97843
2020-10-02,"hhs2",2020-09-20,2018-10-21,100,4206,195649,262,1486,1350,NA,732,341,297,2.58571,2.14977
2020-10-02,"hhs2",2020-09-20,2018-10-28,99,4086,198242,260,1545,1311,NA,644,299,287,2.52453,2.06112
2020-10-02,"hhs2",2020-09-20,2018-11-04,98,4052,198161,263,1622,1239,NA,635,325,231,2.58885,2.0448
2020-10-02,"hhs2",2020-09-20,2018-11-11,97,4168,187168,268,1753,1165,NA,665,341,244,2.78365,2.22688
2020-10-02,"hhs2",2020-09-20,2018-11-18,96,4370,176130,266,1821,1230,NA,702,344,273,3.10646,2.48112
2020-10-02,"hhs2",2020-09-20,2018-11-25,95,4672,202311,267,1810,1301,NA,874,379,308,2.80702,2.30932
2020-10-02,"hhs2",2020-09-20,2018-12-02,94,5114,198132,261,2080,1537,NA,834,352,311,3.34601,2.58111
2020-10-02,"hhs2",2020-09-20,2018-12-09,93,5954,197722,259,2212,1932,NA,1036,446,328,3.69764,3.0113
2020-10-02,"hhs2",2020-09-20,2018-12-16,92,6912,194323,257,2409,2384,NA,1228,491,400,4.43811,3.55696
2020-10-02,"hhs2",2020-09-20,2018-12-23,91,8173,188101,253,2860,2323,NA,1690,748,552,4.94003,4.34501
2020-10-02,"hhs2",2020-09-20,2018-12-30,90,7775,195820,254,2488,1762,NA,1890,917,718,4.67007,3.97048
2020-10-02,"hhs2",2020-09-20,2019-01-06,89,6954,194238,255,1903,1939,NA,1690,810,612,4.10228,3.58014
2020-10-02,"hhs2",2020-09-20,2019-01-13,88,7868,195395,258,2106,2726,NA,1701,766,569,4.70337,4.02672
2020-10-02,"hhs2",2020-09-20,2019-01-20,87,8212,192903,261,2127,2872,NA,1807,844,562,4.92727,4.25706
2020-10-02,"hhs2",2020-09-20,2019-01-27,86,8270,196074,262,2073,2992,NA,1900,802,503,4.89391,4.2178
2020-10-02,"hhs2",2020-09-20,2019-02-03,85,9228,211520,264,2180,3675,NA,1936,822,615,5.07658,4.36271
2020-10-02,"hhs2",2020-09-20,2019-02-10,84,9159,202274,258,2206,3715,NA,1818,834,586,5.24199,4.52802
2020-10-02,"hhs2",2020-09-20,2019-02-17,83,8077,191330,263,2084,2834,NA,1764,775,620,4.89984,4.2215
2020-10-02,"hhs2",2020-09-20,2019-02-24,82,6569,194609,263,1703,2110,NA,1505,705,546,4.23651,3.37549
2020-10-02,"hhs2",2020-09-20,2019-03-03,81,6565,196768,258,1641,2323,NA,1418,613,570,3.99885,3.33642
2020-10-02,"hhs2",2020-09-20,2019-03-10,80,6749,205686,267,1657,2514,NA,1363,652,563,3.99544,3.28122
2020-10-02,"hhs2",2020-09-20,2019-03-17,79,6325,219520,257,1591,2336,NA,1292,578,528,3.82446,2.88129
2020-10-02,"hhs2",2020-09-20,2019-03-24,78,5741,201886,257,1442,2078,NA,1163,549,509,3.58738,2.84368
2020-10-02,"hhs2",2020-09-20,2019-03-31,77,5457,196862,258,1415,2016,NA,1046,495,485,3.31345,2.77199
2020-10-02,"hhs2",2020-09-20,2019-04-07,76,4726,190959,221,1352,1674,NA,901,427,372,3.09478,2.47488
2020-10-02,"hhs2",2020-09-20,2019-04-14,75,3951,182390,223,1276,1274,NA,725,335,341,2.85128,2.16624
2020-10-02,"hhs2",2020-09-20,2019-04-21,74,3238,179801,221,1069,882,NA,675,328,284,2.38567,1.80088
2020-10-02,"hhs2",2020-09-20,2019-04-28,73,3078,181849,221,1048,841,NA,659,281,249,2.21648,1.69261
2020-10-02,"hhs2",2020-09-20,2019-05-05,72,2808,182723,218,895,837,NA,590,252,234,2.22731,1.53675
2020-10-02,"hhs2",2020-09-20,2019-05-12,71,2761,169216,218,930,844,NA,522,218,247,2.39002,1.63164
2020-10-02,"hhs2",2020-09-20,2019-05-19,70,2983,183642,210,992,935,NA,571,241,244,2.14608,1.62436
2020-10-02,"hhs2",2020-09-20,2019-05-26,69,2944,181574,215,1013,877,NA,540,256,258,2.09315,1.62138
2020-10-02,"hhs2",2020-09-20,2019-06-02,68,2896,190633,250,1008,840,NA,554,244,250,1.80031,1.51915
2020-10-02,"hhs2",2020-09-20,2019-06-09,67,2856,191263,248,952,891,NA,536,244,233,1.8678,1.49323
2020-10-02,"hhs2",2020-09-20,2019-06-16,66,2401,181977,209,797,761,NA,445,188,210,1.72926,1.3194
2020-10-02,"hhs2",2020-09-20,2019-06-23,65,2398,185895,208,861,728,NA,437,186,186,1.56557,1.28998
2020-10-02,"hhs2",2020-09-20,2019-06-30,64,2131,180525,209,744,646,NA,385,168,188,1.4352,1.18045
2020-10-02,"hhs2",2020-09-20,2019-07-07,63,1949,186359,204,642,563,NA,416,149,179,1.53967,1.04583
2020-10-02,"hhs2",2020-09-20,2019-07-14,62,1817,183313,213,626,533,NA,364,145,149,1.34992,0.991201
2020-10-02,"hhs2",2020-09-20,2019-07-21,61,1626,178646,203,530,546,NA,308,126,116,1.0099,0.91018
2020-10-02,"hhs2",2020-09-20,2019-07-28,60,1800,179366,206,701,510,NA,343,130,116,1.30084,1.00353
2020-10-02,"hhs2",2020-09-20,2019-08-04,59,1787,172939,205,453,470,NA,469,175,220,1.35354,1.03331
2020-10-02,"hhs2",2020-09-20,2019-08-11,58,1914,184311,243,621,517,NA,439,166,171,1.24566,1.03846
2020-10-02,"hhs2",2020-09-20,2019-08-18,57,1703,174216,204,573,491,NA,340,149,150,1.39651,0.977522
2020-10-02,"hhs2",2020-09-20,2019-08-25,56,1799,175674,234,594,534,NA,368,169,134,1.32212,1.02406
2020-10-02,"hhs2",2020-09-20,2019-09-01,55,1888,182180,243,591,521,NA,453,177,146,1.36032,1.03634
2020-10-02,"hhs2",2020-09-20,2019-09-08,54,2434,191877,241,755,775,NA,517,206,181,1.71159,1.26852
2020-10-02,"hhs2",2020-09-20,2019-09-15,53,3049,193009,247,1063,952,NA,611,209,214,1.73812,1.57972
2020-10-02,"hhs2",2020-09-20,2019-09-22,52,3173,197387,250,1052,988,NA,646,241,246,1.84239,1.6075
2021-10-08,"hhs2",2021-09-26,2019-09-29,104,2994,195431,263,945,884,NA,642,242,281,2.13358,1.532
2021-10-08,"hhs2",2021-09-26,2019-10-06,103,2981,191446,263,969,833,NA,651,284,244,2.05604,1.5571
2021-10-08,"hhs2",2021-09-26,2019-10-13,102,3360,190590,264,1187,919,NA,675,313,266,2.38122,1.76295
2021-10-08,"hhs2",2021-09-26,2019-10-20,101,3371,196090,264,1133,966,NA,687,306,279,2.00852,1.71911
2021-10-08,"hhs2",2021-09-26,2019-10-27,100,3697,190727,263,1368,1050,NA,700,294,285,2.27944,1.93837
2021-10-08,"hhs2",2021-09-26,2019-11-03,99,4195,193040,268,1656,1197,NA,731,317,294,2.37942,2.17312
2021-10-08,"hhs2",2021-09-26,2019-11-10,98,4391,189305,259,1739,1214,NA,776,362,300,2.74556,2.31954
2021-10-08,"hhs2",2021-09-26,2019-11-17,97,4701,197786,263,1775,1360,NA,874,408,284,2.66873,2.37681
2021-10-08,"hhs2",2021-09-26,2019-11-24,96,5370,178473,265,2194,1513,NA,924,428,311,3.26948,3.00886
2021-10-08,"hhs2",2021-09-26,2019-12-01,95,5987,193324,264,2260,1743,NA,1134,469,381,3.16621,3.09687
2021-10-08,"hhs2",2021-09-26,2019-12-08,94,7145,198649,260,2403,2456,NA,1397,517,372,3.73351,3.5968
2021-10-08,"hhs2",2021-09-26,2019-12-15,93,8998,195553,265,2791,3466,NA,1644,645,452,4.81587,4.60131
2021-10-08,"hhs2",2021-09-26,2019-12-22,92,12495,190159,256,3543,4398,NA,2823,998,733,6.69473,6.57082
2021-10-08,"hhs2",2021-09-26,2019-12-29,91,13015,197077,259,3620,3439,NA,3653,1309,994,6.80679,6.60402
2021-10-08,"hhs2",2021-09-26,2020-01-05,90,11328,192960,261,2670,3356,NA,3284,1192,826,6.21231,5.87065
2021-10-08,"hhs2",2021-09-26,2020-01-12,89,12906,198529,264,2993,4912,NA,3058,1168,775,6.82373,6.50081
2021-10-08,"hhs2",2021-09-26,2020-01-19,88,15074,205685,259,3487,6027,NA,3476,1270,814,7.61598,7.32868
2021-10-08,"hhs2",2021-09-26,2020-01-26,87,16122,210469,264,3391,6742,NA,3857,1288,844,7.8425,7.66004
2021-10-08,"hhs2",2021-09-26,2020-02-02,86,15684,211040,270,3225,6823,NA,3516,1291,829,7.87662,7.43177
2021-10-08,"hhs2",2021-09-26,2020-02-09,85,12377,196957,257,2687,5076,NA,2817,1073,724,6.81988,6.28411
2021-10-08,"hhs2",2021-09-26,2020-02-16,84,9343,181484,258,2203,3122,NA,2445,917,656,5.84719,5.14811
2021-10-08,"hhs2",2021-09-26,2020-02-23,83,7769,183210,256,1828,2457,NA,2107,781,596,5.02339,4.24049
2021-10-08,"hhs2",2021-09-26,2020-03-01,82,8995,181338,258,1893,2855,NA,2586,1010,651,5.5401,4.96035
2017-10-24,"hhs3",2017-10-01,2015-10-18,102,2155,134089,277,534,817,NA,504,176,124,1.53341,1.60714
