"location","origin_date","target","origin_epiweek","output_type","output_type_id","oracle_value"
"hhs8",2018-10-06,"ili perc","2018-41","quantile",NA,1.59296
"hhs8",2018-10-13,"ili perc","2018-42","quantile",NA,1.7847
"hhs8",2018-10-20,"ili perc","2018-43","quantile",NA,1.72335
"hhs8",2018-10-27,"ili perc","2018-44","quantile",NA,1.84374
"hhs8",2018-11-03,"ili perc","2018-45","quantile",NA,2.03272
"hhs8",2018-11-10,"ili perc","2018-46","quantile",NA,2.17481
"hhs8",2018-11-17,"ili perc","2018-47","quantile",NA,2.37747
"hhs8",2018-11-24,"ili perc","2018-48","quantile",NA,2.51482
"hhs8",2018-12-01,"ili perc","2018-49","quantile",NA,2.69049
"hhs8",2018-12-08,"ili perc","2018-50","quantile",NA,3.26893
"hhs8",2018-12-15,"ili perc","2018-51","quantile",NA,3.92155
"hhs8",2018-12-22,"ili perc","2018-52","quantile",NA,5.37214
"hhs8",2018-12-29,"ili perc","2018-01","quantile",NA,4.42326
"hhs8",2019-01-05,"ili perc","2019-02","quantile",NA,3.83922
"hhs8",2019-01-12,"ili perc","2019-03","quantile",NA,3.68283
"hhs8",2019-01-19,"ili perc","2019-04","quantile",NA,3.88763
"hhs8",2019-01-26,"ili perc","2019-05","quantile",NA,4.57775
"hhs8",2019-02-02,"ili perc","2019-06","quantile",NA,4.96749
"hhs8",2019-02-09,"ili perc","2019-07","quantile",NA,5.56349
"hhs8",2019-02-16,"ili perc","2019-08","quantile",NA,5.86631
"hhs8",2019-02-23,"ili perc","2019-09","quantile",NA,5.58335
"hhs8",2019-03-02,"ili perc","2019-10","quantile",NA,5.69172
"hhs8",2019-03-09,"ili perc","2019-11","quantile",NA,4.99913
"hhs8",2019-03-16,"ili perc","2019-12","quantile",NA,3.89435
"hhs8",2019-03-23,"ili perc","2019-13","quantile",NA,3.11083
"hhs8",2019-03-30,"ili perc","2019-14","quantile",NA,2.98252
"hhs8",2019-04-06,"ili perc","2019-15","quantile",NA,2.35014
"hhs8",2019-04-13,"ili perc","2019-16","quantile",NA,2.34954
"hhs8",2019-04-20,"ili perc","2019-17","quantile",NA,2.06094
"hhs8",2019-04-27,"ili perc","2019-18","quantile",NA,2.16572
"hhs8",2019-05-04,"ili perc","2019-19","quantile",NA,1.99228
"hhs8",2019-05-11,"ili perc","2019-20","quantile",NA,1.98367
"hhs8",2019-05-18,"ili perc","2019-21","quantile",NA,1.94391
"hhs8",2019-05-25,"ili perc","2019-22","quantile",NA,1.90342
"hhs8",2019-06-01,"ili perc","2019-23","quantile",NA,1.75419
"hhs8",2019-06-08,"ili perc","2019-24","quantile",NA,1.37314
"hhs8",2019-06-15,"ili perc","2019-25","quantile",NA,1.21754
"hhs8",2019-06-22,"ili perc","2019-26","quantile",NA,1.13164
"hhs8",2019-06-29,"ili perc","2019-27","quantile",NA,1.0087
"hhs8",2019-07-06,"ili perc","2019-28","quantile",NA,0.871618
"hhs8",2019-07-13,"ili perc","2019-29","quantile",NA,0.888526
"hhs8",2019-07-20,"ili perc","2019-30","quantile",NA,0.829494
"hhs8",2019-07-27,"ili perc","2019-31","quantile",NA,0.831885
"hhs8",2019-08-03,"ili perc","2019-32","quantile",NA,0.848467
"hhs8",2019-08-10,"ili perc","2019-33","quantile",NA,0.906684
"hhs8",2019-08-17,"ili perc","2019-34","quantile",NA,1.05052
"hhs8",2019-08-24,"ili perc","2019-35","quantile",NA,1.37627
"hhs8",2019-08-31,"ili perc","2019-36","quantile",NA,1.58485
"hhs8",2019-09-07,"ili perc","2019-37","quantile",NA,1.64784
"hhs8",2019-09-14,"ili perc","2019-38","quantile",NA,1.6371
"hhs8",2019-09-21,"ili perc","2019-39","quantile",NA,1.62821
"hhs8",2019-09-28,"ili perc","2019-40","quantile",NA,1.80463
"hhs8",2019-10-05,"ili perc","2019-41","quantile",NA,1.76108
"hhs8",2019-10-12,"ili perc","2019-42","quantile",NA,1.88607
"hhs8",2019-10-19,"ili perc","2019-43","quantile",NA,1.97889
"hhs8",2019-10-26,"ili perc","2019-44","quantile",NA,2.03455
"hhs8",2019-11-02,"ili perc","2019-45","quantile",NA,2.1253
"hhs8",2019-11-09,"ili perc","2019-46","quantile",NA,2.35069
"hhs8",2019-11-16,"ili perc","2019-47","quantile",NA,2.56644
"hhs8",2019-11-23,"ili perc","2019-48","quantile",NA,3.19706
"hhs8",2019-11-30,"ili perc","2019-49","quantile",NA,2.97176
"hhs8",2019-12-07,"ili perc","2019-50","quantile",NA,3.61906
"hhs8",2019-12-14,"ili perc","2019-51","quantile",NA,4.42455
"hhs8",2019-12-21,"ili perc","2019-52","quantile",NA,6.28773
"hhs8",2019-12-28,"ili perc","2019-01","quantile",NA,5.83864
"hhs8",2020-01-04,"ili perc","2020-02","quantile",NA,5.23596
"hhs8",2020-01-11,"ili perc","2020-03","quantile",NA,5.60527
"hhs8",2020-01-18,"ili perc","2020-04","quantile",NA,6.54822
"hhs8",2020-01-25,"ili perc","2020-05","quantile",NA,6.83833
"hhs8",2020-02-01,"ili perc","2020-06","quantile",NA,6.70421
"hhs8",2020-02-08,"ili perc","2020-07","quantile",NA,5.8663
"hhs8",2020-02-15,"ili perc","2020-08","quantile",NA,5.46079
"hhs8",2020-02-22,"ili perc","2020-09","quantile",NA,5.00611
"hhs9",2015-10-17,"ili perc","2015-42","quantile",NA,1.43902
"hhs9",2015-10-24,"ili perc","2015-43","quantile",NA,1.58879
"hhs9",2015-10-31,"ili perc","2015-44","quantile",NA,1.70585
"hhs9",2015-11-07,"ili perc","2015-45","quantile",NA,1.73921
"hhs9",2015-11-14,"ili perc","2015-46","quantile",NA,1.98744
"hhs9",2015-11-21,"ili perc","2015-47","quantile",NA,2.2437
"hhs9",2015-11-28,"ili perc","2015-48","quantile",NA,2.00403
"hhs9",2015-12-05,"ili perc","2015-49","quantile",NA,2.0343
"hhs9",2015-12-12,"ili perc","2015-50","quantile",NA,2.13484
"hhs9",2015-12-19,"ili perc","2015-51","quantile",NA,2.80184
"hhs9",2015-12-26,"ili perc","2015-52","quantile",NA,3.04687
"hhs9",2016-01-02,"ili perc","2016-01","quantile",NA,2.42695
"hhs9",2016-01-09,"ili perc","2016-02","quantile",NA,2.40393
"hhs9",2016-01-16,"ili perc","2016-03","quantile",NA,2.64512
"hhs9",2016-01-23,"ili perc","2016-04","quantile",NA,2.82762
"hhs9",2016-01-30,"ili perc","2016-05","quantile",NA,3.24343
"hhs9",2016-02-06,"ili perc","2016-06","quantile",NA,3.96877
"hhs9",2016-02-13,"ili perc","2016-07","quantile",NA,4.3744
"hhs9",2016-02-20,"ili perc","2016-08","quantile",NA,3.92775
"hhs9",2016-02-27,"ili perc","2016-09","quantile",NA,3.84237
"hhs9",2016-03-05,"ili perc","2016-10","quantile",NA,3.8018
"hhs9",2016-03-12,"ili perc","2016-11","quantile",NA,3.33737
"hhs9",2016-03-19,"ili perc","2016-12","quantile",NA,3.00567
"hhs9",2016-03-26,"ili perc","2016-13","quantile",NA,2.78509
"hhs9",2016-04-02,"ili perc","2016-14","quantile",NA,2.2393
"hhs9",2016-04-09,"ili perc","2016-15","quantile",NA,2.0331
"hhs9",2016-04-16,"ili perc","2016-16","quantile",NA,1.76124
"hhs9",2016-04-23,"ili perc","2016-17","quantile",NA,1.74637
"hhs9",2016-04-30,"ili perc","2016-18","quantile",NA,1.79629
"hhs9",2016-05-07,"ili perc","2016-19","quantile",NA,1.52741
"hhs9",2016-05-14,"ili perc","2016-20","quantile",NA,1.49464
"hhs9",2016-05-21,"ili perc","2016-21","quantile",NA,1.38824
"hhs9",2016-05-28,"ili perc","2016-22","quantile",NA,1.31969
"hhs9",2016-06-04,"ili perc","2016-23","quantile",NA,1.30581
"hhs9",2016-06-11,"ili perc","2016-24","quantile",NA,1.21624
"hhs9",2016-06-18,"ili perc","2016-25","quantile",NA,1.07191
"hhs9",2016-06-25,"ili perc","2016-26","quantile",NA,1.14158
"hhs9",2016-07-02,"ili perc","2016-27","quantile",NA,1.09858
"hhs9",2016-07-09,"ili perc","2016-28","quantile",NA,0.960341
"hhs9",2016-07-16,"ili perc","2016-29","quantile",NA,0.88295
"hhs9",2016-07-23,"ili perc","2016-30","quantile",NA,0.798763
"hhs9",2016-07-30,"ili perc","2016-31","quantile",NA,0.793163
"hhs9",2016-08-06,"ili perc","2016-32","quantile",NA,0.777639
"hhs9",2016-08-13,"ili perc","2016-33","quantile",NA,0.889385
"hhs9",2016-08-20,"ili perc","2016-34","quantile",NA,0.960892
"hhs9",2016-08-27,"ili perc","2016-35","quantile",NA,1.21347
"hhs9",2016-09-03,"ili perc","2016-36","quantile",NA,1.21141
"hhs9",2016-09-10,"ili perc","2016-37","quantile",NA,1.46895
"hhs9",2016-09-17,"ili perc","2016-38","quantile",NA,1.53028
"hhs9",2016-09-24,"ili perc","2016-39","quantile",NA,1.45655
"hhs9",2016-10-01,"ili perc","2016-40","quantile",NA,1.2649
"hhs9",2016-10-08,"ili perc","2016-41","quantile",NA,1.27116
"hhs9",2016-10-15,"ili perc","2016-42","quantile",NA,1.38253
"hhs9",2016-10-22,"ili perc","2016-43","quantile",NA,1.44065
"hhs9",2016-10-29,"ili perc","2016-44","quantile",NA,1.52282
"hhs9",2016-11-05,"ili perc","2016-45","quantile",NA,1.61895
"hhs9",2016-11-12,"ili perc","2016-46","quantile",NA,1.6706
"hhs9",2016-11-19,"ili perc","2016-47","quantile",NA,1.9819
"hhs9",2016-11-26,"ili perc","2016-48","quantile",NA,1.8794
"hhs9",2016-12-03,"ili perc","2016-49","quantile",NA,2.03416
"hhs9",2016-12-10,"ili perc","2016-50","quantile",NA,2.31372
"hhs9",2016-12-17,"ili perc","2016-51","quantile",NA,2.75818
"hhs9",2016-12-24,"ili perc","2016-52","quantile",NA,3.30484
"hhs9",2016-12-31,"ili perc","2017-01","quantile",NA,3.07412
"hhs9",2017-01-07,"ili perc","2017-02","quantile",NA,2.83778
"hhs9",2017-01-14,"ili perc","2017-03","quantile",NA,2.68071
"hhs9",2017-01-21,"ili perc","2017-04","quantile",NA,2.9577
"hhs9",2017-01-28,"ili perc","2017-05","quantile",NA,3.03987
"hhs9",2017-02-04,"ili perc","2017-06","quantile",NA,2.64082
"hhs9",2017-02-11,"ili perc","2017-07","quantile",NA,2.45805
"hhs9",2017-02-18,"ili perc","2017-08","quantile",NA,2.39562
"hhs9",2017-02-25,"ili perc","2017-09","quantile",NA,2.21248
"hhs9",2017-03-04,"ili perc","2017-10","quantile",NA,2.22164
"hhs9",2017-03-11,"ili perc","2017-11","quantile",NA,2.26591
"hhs9",2017-03-18,"ili perc","2017-12","quantile",NA,1.97718
"hhs9",2017-03-25,"ili perc","2017-13","quantile",NA,1.98112
"hhs9",2017-04-01,"ili perc","2017-14","quantile",NA,1.81326
"hhs9",2017-04-08,"ili perc","2017-15","quantile",NA,1.61855
"hhs9",2017-04-15,"ili perc","2017-16","quantile",NA,1.6697
"hhs9",2017-04-22,"ili perc","2017-17","quantile",NA,1.77963
"hhs9",2017-04-29,"ili perc","2017-18","quantile",NA,1.56937
"hhs9",2017-05-06,"ili perc","2017-19","quantile",NA,1.47835
"hhs9",2017-05-13,"ili perc","2017-20","quantile",NA,1.46965
"hhs9",2017-05-20,"ili perc","2017-21","quantile",NA,1.443
"hhs9",2017-05-27,"ili perc","2017-22","quantile",NA,1.42575
"hhs9",2017-06-03,"ili perc","2017-23","quantile",NA,1.54938
"hhs9",2017-06-10,"ili perc","2017-24","quantile",NA,1.24856
"hhs9",2017-06-17,"ili perc","2017-25","quantile",NA,1.17378
"hhs9",2017-06-24,"ili perc","2017-26","quantile",NA,1.30807
"hhs9",2017-07-01,"ili perc","2017-27","quantile",NA,1.22903
"hhs9",2017-07-08,"ili perc","2017-28","quantile",NA,1.06617
"hhs9",2017-07-15,"ili perc","2017-29","quantile",NA,1.04083
"hhs9",2017-07-22,"ili perc","2017-30","quantile",NA,0.951545
"hhs9",2017-07-29,"ili perc","2017-31","quantile",NA,0.892872
"hhs9",2017-08-05,"ili perc","2017-32","quantile",NA,0.912778
"hhs9",2017-08-12,"ili perc","2017-33","quantile",NA,1.012
"hhs9",2017-08-19,"ili perc","2017-34","quantile",NA,1.26206
"hhs9",2017-08-26,"ili perc","2017-35","quantile",NA,1.28077
"hhs9",2017-09-02,"ili perc","2017-36","quantile",NA,1.30647
"hhs9",2017-09-09,"ili perc","2017-37","quantile",NA,1.57206
"hhs9",2017-09-16,"ili perc","2017-38","quantile",NA,1.47989
"hhs9",2017-09-23,"ili perc","2017-39","quantile",NA,1.45307
"hhs9",2017-09-30,"ili perc","2017-40","quantile",NA,1.76737
"hhs9",2017-10-07,"ili perc","2017-41","quantile",NA,1.55246
"hhs9",2017-10-14,"ili perc","2017-42","quantile",NA,1.58034
"hhs9",2017-10-21,"ili perc","2017-43","quantile",NA,1.72695
"hhs9",2017-10-28,"ili perc","2017-44","quantile",NA,2.01706
"hhs9",2017-11-04,"ili perc","2017-45","quantile",NA,1.92015
"hhs9",2017-11-11,"ili perc","2017-46","quantile",NA,2.02108
"hhs9",2017-11-18,"ili perc","2017-47","quantile",NA,2.17777
"hhs9",2017-11-25,"ili perc","2017-48","quantile",NA,2.15808
"hhs9",2017-12-02,"ili perc","2017-49","quantile",NA,2.596
"hhs9",2017-12-09,"ili perc","2017-50","quantile",NA,3.56156
"hhs9",2017-12-16,"ili perc","2017-51","quantile",NA,4.73611
"hhs9",2017-12-23,"ili perc","2017-52","quantile",NA,6.93868
"hhs9",2017-12-30,"ili perc","2017-01","quantile",NA,6.53023
"hhs9",2018-01-06,"ili perc","2018-02","quantile",NA,4.75624
"hhs9",2018-01-13,"ili perc","2018-03","quantile",NA,4.16472
"hhs9",2018-01-20,"ili perc","2018-04","quantile",NA,4.03733
"hhs9",2018-01-27,"ili perc","2018-05","quantile",NA,4.29233
"hhs9",2018-02-03,"ili perc","2018-06","quantile",NA,3.98843
"hhs9",2018-02-10,"ili perc","2018-07","quantile",NA,3.89016
"hhs9",2018-02-17,"ili perc","2018-08","quantile",NA,3.6801
"hhs9",2018-02-24,"ili perc","2018-09","quantile",NA,3.65283
"hhs9",2018-03-03,"ili perc","2018-10","quantile",NA,3.43116
"hhs9",2018-03-10,"ili perc","2018-11","quantile",NA,3.24312
"hhs9",2018-03-17,"ili perc","2018-12","quantile",NA,2.96904
"hhs9",2018-03-24,"ili perc","2018-13","quantile",NA,2.74521
"hhs9",2018-03-31,"ili perc","2018-14","quantile",NA,2.4076
"hhs9",2018-04-07,"ili perc","2018-15","quantile",NA,1.97652
"hhs9",2018-04-14,"ili perc","2018-16","quantile",NA,1.96057
"hhs9",2018-04-21,"ili perc","2018-17","quantile",NA,2.00626
"hhs9",2018-04-28,"ili perc","2018-18","quantile",NA,1.97314
"hhs9",2018-05-05,"ili perc","2018-19","quantile",NA,1.84014
"hhs9",2018-05-12,"ili perc","2018-20","quantile",NA,1.65748
"hhs9",2018-05-19,"ili perc","2018-21","quantile",NA,1.72129
"hhs9",2018-05-26,"ili perc","2018-22","quantile",NA,1.64081
"hhs9",2018-06-02,"ili perc","2018-23","quantile",NA,1.33959
"hhs9",2018-06-09,"ili perc","2018-24","quantile",NA,1.34841
"hhs9",2018-06-16,"ili perc","2018-25","quantile",NA,1.62076
"hhs9",2018-06-23,"ili perc","2018-26","quantile",NA,1.48215
"hhs9",2018-06-30,"ili perc","2018-27","quantile",NA,1.18054
"hhs9",2018-07-07,"ili perc","2018-28","quantile",NA,1.03092
"hhs9",2018-07-14,"ili perc","2018-29","quantile",NA,0.94885
"hhs9",2018-07-21,"ili perc","2018-30","quantile",NA,1.01667
"hhs9",2018-07-28,"ili perc","2018-31","quantile",NA,0.939892
"hhs9",2018-08-04,"ili perc","2018-32","quantile",NA,1.00877
"hhs9",2018-08-11,"ili perc","2018-33","quantile",NA,0.995341
"hhs9",2018-08-18,"ili perc","2018-34","quantile",NA,1.00818
"hhs9",2018-08-25,"ili perc","2018-35","quantile",NA,1.14666
"hhs9",2018-09-01,"ili perc","2018-36","quantile",NA,1.409
"hhs9",2018-09-08,"ili perc","2018-37","quantile",NA,1.57658
"hhs9",2018-09-15,"ili perc","2018-38","quantile",NA,1.39619
"hhs9",2018-09-22,"ili perc","2018-39","quantile",NA,1.39459
"hhs9",2018-09-29,"ili perc","2018-40","quantile",NA,1.45424
"hhs9",2018-10-06,"ili perc","2018-41","quantile",NA,1.29363
"hhs9",2018-10-13,"ili perc","2018-42","quantile",NA,1.43563
"hhs9",2018-10-20,"ili perc","2018-43","quantile",NA,1.53394
"hhs9",2018-10-27,"ili perc","2018-44","quantile",NA,1.72756
"hhs9",2018-11-03,"ili perc","2018-45","quantile",NA,1.80271
"hhs9",2018-11-10,"ili perc","2018-46","quantile",NA,1.9863
"hhs9",2018-11-17,"ili perc","2018-47","quantile",NA,2.09952
"hhs9",2018-11-24,"ili perc","2018-48","quantile",NA,2.31126
"hhs9",2018-12-01,"ili perc","2018-49","quantile",NA,2.47222
"hhs9",2018-12-08,"ili perc","2018-50","quantile",NA,2.82815
"hhs9",2018-12-15,"ili perc","2018-51","quantile",NA,3.10327
"hhs9",2018-12-22,"ili perc","2018-52","quantile",NA,3.44337
"hhs9",2018-12-29,"ili perc","2018-01","quantile",NA,3.368
"hhs9",2019-01-05,"ili perc","2019-02","quantile",NA,3.2638
"hhs9",2019-01-12,"ili perc","2019-03","quantile",NA,2.93974
"hhs9",2019-01-19,"ili perc","2019-04","quantile",NA,2.93347
"hhs9",2019-01-26,"ili perc","2019-05","quantile",NA,3.30002
"hhs9",2019-02-02,"ili perc","2019-06","quantile",NA,3.30947
"hhs9",2019-02-09,"ili perc","2019-07","quantile",NA,3.67499
"hhs9",2019-02-16,"ili perc","2019-08","quantile",NA,3.55026
"hhs9",2019-02-23,"ili perc","2019-09","quantile",NA,3.67541
"hhs9",2019-03-02,"ili perc","2019-10","quantile",NA,3.56668
"hhs9",2019-03-09,"ili perc","2019-11","quantile",NA,3.39422
"hhs9",2019-03-16,"ili perc","2019-12","quantile",NA,3.46097
"hhs9",2019-03-23,"ili perc","2019-13","quantile",NA,2.99011
"hhs9",2019-03-30,"ili perc","2019-14","quantile",NA,2.95806
"hhs9",2019-04-06,"ili perc","2019-15","quantile",NA,2.51064
"hhs9",2019-04-13,"ili perc","2019-16","quantile",NA,2.30613
"hhs9",2019-04-20,"ili perc","2019-17","quantile",NA,2.12093
"hhs9",2019-04-27,"ili perc","2019-18","quantile",NA,1.77913
"hhs9",2019-05-04,"ili perc","2019-19","quantile",NA,1.82842
"hhs9",2019-05-11,"ili perc","2019-20","quantile",NA,1.75823
"hhs9",2019-05-18,"ili perc","2019-21","quantile",NA,1.66842
"hhs9",2019-05-25,"ili perc","2019-22","quantile",NA,1.76159
"hhs9",2019-06-01,"ili perc","2019-23","quantile",NA,1.58531
"hhs9",2019-06-08,"ili perc","2019-24","quantile",NA,1.39549
"hhs9",2019-06-15,"ili perc","2019-25","quantile",NA,1.23778
"hhs9",2019-06-22,"ili perc","2019-26","quantile",NA,1.19824
"hhs9",2019-06-29,"ili perc","2019-27","quantile",NA,0.963126
"hhs9",2019-07-06,"ili perc","2019-28","quantile",NA,0.916058
"hhs9",2019-07-13,"ili perc","2019-29","quantile",NA,0.880321
"hhs9",2019-07-20,"ili perc","2019-30","quantile",NA,0.815166
"hhs9",2019-07-27,"ili perc","2019-31","quantile",NA,0.759383
"hhs9",2019-08-03,"ili perc","2019-32","quantile",NA,1.01734
"hhs9",2019-08-10,"ili perc","2019-33","quantile",NA,0.903798
"hhs9",2019-08-17,"ili perc","2019-34","quantile",NA,0.878278
"hhs9",2019-08-24,"ili perc","2019-35","quantile",NA,1.09921
"hhs9",2019-08-31,"ili perc","2019-36","quantile",NA,1.1733
"hhs9",2019-09-07,"ili perc","2019-37","quantile",NA,1.16265
"hhs9",2019-09-14,"ili perc","2019-38","quantile",NA,1.24399
"hhs9",2019-09-21,"ili perc","2019-39","quantile",NA,1.24955
"hhs9",2019-09-28,"ili perc","2019-40","quantile",NA,1.30845
"hhs9",2019-10-05,"ili perc","2019-41","quantile",NA,1.44476
"hhs9",2019-10-12,"ili perc","2019-42","quantile",NA,1.5789
"hhs9",2019-10-19,"ili perc","2019-43","quantile",NA,1.66955
"hhs9",2019-10-26,"ili perc","2019-44","quantile",NA,1.81318
"hhs9",2019-11-02,"ili perc","2019-45","quantile",NA,2.24992
"hhs9",2019-11-09,"ili perc","2019-46","quantile",NA,2.55298
"hhs9",2019-11-16,"ili perc","2019-47","quantile",NA,2.49031
"hhs9",2019-11-23,"ili perc","2019-48","quantile",NA,2.84557
"hhs9",2019-11-30,"ili perc","2019-49","quantile",NA,2.77241
"hhs9",2019-12-07,"ili perc","2019-50","quantile",NA,2.77256
"hhs9",2019-12-14,"ili perc","2019-51","quantile",NA,3.16129
"hhs9",2019-12-21,"ili perc","2019-52","quantile",NA,4.55167
"hhs9",2019-12-28,"ili perc","2019-01","quantile",NA,4.57652
"hhs9",2020-01-04,"ili perc","2020-02","quantile",NA,3.81505
"hhs9",2020-01-11,"ili perc","2020-03","quantile",NA,4.10778
"hhs9",2020-01-18,"ili perc","2020-04","quantile",NA,4.66256
"hhs9",2020-01-25,"ili perc","2020-05","quantile",NA,4.69342
"hhs9",2020-02-01,"ili perc","2020-06","quantile",NA,4.74509
"hhs9",2020-02-08,"ili perc","2020-07","quantile",NA,4.41607
"hhs9",2020-02-15,"ili perc","2020-08","quantile",NA,4.29059
"hhs9",2020-02-22,"ili perc","2020-09","quantile",NA,3.90995
"hhs10",2015-10-17,"ili perc","2015-42","quantile",NA,0.550018
"hhs10",2015-10-24,"ili perc","2015-43","quantile",NA,0.853014
"hhs10",2015-10-31,"ili perc","2015-44","quantile",NA,0.526763
"hhs10",2015-11-07,"ili perc","2015-45","quantile",NA,0.891904
"hhs10",2015-11-14,"ili perc","2015-46","quantile",NA,0.699363
"hhs10",2015-11-21,"ili perc","2015-47","quantile",NA,0.82039
"hhs10",2015-11-28,"ili perc","2015-48","quantile",NA,0.812498
"hhs10",2015-12-05,"ili perc","2015-49","quantile",NA,0.594886
"hhs10",2015-12-12,"ili perc","2015-50","quantile",NA,0.658719
"hhs10",2015-12-19,"ili perc","2015-51","quantile",NA,0.66188
"hhs10",2015-12-26,"ili perc","2015-52","quantile",NA,0.791975
"hhs10",2016-01-02,"ili perc","2016-01","quantile",NA,0.888661
"hhs10",2016-01-09,"ili perc","2016-02","quantile",NA,1.08777
"hhs10",2016-01-16,"ili perc","2016-03","quantile",NA,1.3789
"hhs10",2016-01-23,"ili perc","2016-04","quantile",NA,1.41403
"hhs10",2016-01-30,"ili perc","2016-05","quantile",NA,1.65259
"hhs10",2016-02-06,"ili perc","2016-06","quantile",NA,1.73793
"hhs10",2016-02-13,"ili perc","2016-07","quantile",NA,2.44289
"hhs10",2016-02-20,"ili perc","2016-08","quantile",NA,2.13499
"hhs10",2016-02-27,"ili perc","2016-09","quantile",NA,1.98941
"hhs10",2016-03-05,"ili perc","2016-10","quantile",NA,2.21239
"hhs10",2016-03-12,"ili perc","2016-11","quantile",NA,2.17566
"hhs10",2016-03-19,"ili perc","2016-12","quantile",NA,1.707
"hhs10",2016-03-26,"ili perc","2016-13","quantile",NA,1.77751
"hhs10",2016-04-02,"ili perc","2016-14","quantile",NA,1.71131
"hhs10",2016-04-09,"ili perc","2016-15","quantile",NA,0.994849
"hhs10",2016-04-16,"ili perc","2016-16","quantile",NA,0.812725
"hhs10",2016-04-23,"ili perc","2016-17","quantile",NA,0.751127
"hhs10",2016-04-30,"ili perc","2016-18","quantile",NA,0.940669
"hhs10",2016-05-07,"ili perc","2016-19","quantile",NA,0.529396
"hhs10",2016-05-14,"ili perc","2016-20","quantile",NA,0.530742
"hhs10",2016-05-21,"ili perc","2016-21","quantile",NA,0.201718
"hhs10",2016-05-28,"ili perc","2016-22","quantile",NA,0.187745
"hhs10",2016-06-04,"ili perc","2016-23","quantile",NA,0.274262
"hhs10",2016-06-11,"ili perc","2016-24","quantile",NA,0.334307
"hhs10",2016-06-18,"ili perc","2016-25","quantile",NA,0.218156
"hhs10",2016-06-25,"ili perc","2016-26","quantile",NA,0.10407
"hhs10",2016-07-02,"ili perc","2016-27","quantile",NA,0.177107
"hhs10",2016-07-09,"ili perc","2016-28","quantile",NA,0.235844
"hhs10",2016-07-16,"ili perc","2016-29","quantile",NA,0.151754
"hhs10",2016-07-23,"ili perc","2016-30","quantile",NA,0.239537
"hhs10",2016-07-30,"ili perc","2016-31","quantile",NA,0.159146
"hhs10",2016-08-06,"ili perc","2016-32","quantile",NA,0.195011
"hhs10",2016-08-13,"ili perc","2016-33","quantile",NA,0.117011
"hhs10",2016-08-20,"ili perc","2016-34","quantile",NA,0.183599
"hhs10",2016-08-27,"ili perc","2016-35","quantile",NA,0.269324
"hhs10",2016-09-03,"ili perc","2016-36","quantile",NA,0.322706
"hhs10",2016-09-10,"ili perc","2016-37","quantile",NA,0.317609
"hhs10",2016-09-17,"ili perc","2016-38","quantile",NA,0.231198
"hhs10",2016-09-24,"ili perc","2016-39","quantile",NA,0.271021
"hhs10",2016-10-01,"ili perc","2016-40","quantile",NA,0.439119
"hhs10",2016-10-08,"ili perc","2016-41","quantile",NA,0.427974
"hhs10",2016-10-15,"ili perc","2016-42","quantile",NA,0.489575
"hhs10",2016-10-22,"ili perc","2016-43","quantile",NA,0.529992
"hhs10",2016-10-29,"ili perc","2016-44","quantile",NA,0.573751
"hhs10",2016-11-05,"ili perc","2016-45","quantile",NA,0.737088
"hhs10",2016-11-12,"ili perc","2016-46","quantile",NA,0.643705
"hhs10",2016-11-19,"ili perc","2016-47","quantile",NA,0.789485
"hhs10",2016-11-26,"ili perc","2016-48","quantile",NA,0.775045
"hhs10",2016-12-03,"ili perc","2016-49","quantile",NA,0.693141
"hhs10",2016-12-10,"ili perc","2016-50","quantile",NA,1.50325
"hhs10",2016-12-17,"ili perc","2016-51","quantile",NA,2.05831
"hhs10",2016-12-24,"ili perc","2016-52","quantile",NA,3.67061
"hhs10",2016-12-31,"ili perc","2017-01","quantile",NA,3.02313
"hhs10",2017-01-07,"ili perc","2017-02","quantile",NA,2.15197
"hhs10",2017-01-14,"ili perc","2017-03","quantile",NA,3.25108
"hhs10",2017-01-21,"ili perc","2017-04","quantile",NA,2.51434
"hhs10",2017-01-28,"ili perc","2017-05","quantile",NA,2.28634
"hhs10",2017-02-04,"ili perc","2017-06","quantile",NA,2.00447
"hhs10",2017-02-11,"ili perc","2017-07","quantile",NA,1.77728
"hhs10",2017-02-18,"ili perc","2017-08","quantile",NA,1.51737
"hhs10",2017-02-25,"ili perc","2017-09","quantile",NA,1.46199
"hhs10",2017-03-04,"ili perc","2017-10","quantile",NA,0.952098
"hhs10",2017-03-11,"ili perc","2017-11","quantile",NA,1.26965
"hhs10",2017-03-18,"ili perc","2017-12","quantile",NA,0.916475
"hhs10",2017-03-25,"ili perc","2017-13","quantile",NA,0.910264
"hhs10",2017-04-01,"ili perc","2017-14","quantile",NA,0.796512
"hhs10",2017-04-08,"ili perc","2017-15","quantile",NA,0.672532
"hhs10",2017-04-15,"ili perc","2017-16","quantile",NA,0.594078
"hhs10",2017-04-22,"ili perc","2017-17","quantile",NA,0.47098
"hhs10",2017-04-29,"ili perc","2017-18","quantile",NA,0.715131
"hhs10",2017-05-06,"ili perc","2017-19","quantile",NA,0.532669
"hhs10",2017-05-13,"ili perc","2017-20","quantile",NA,0.606242
"hhs10",2017-05-20,"ili perc","2017-21","quantile",NA,0.274874
"hhs10",2017-05-27,"ili perc","2017-22","quantile",NA,0.351644
"hhs10",2017-06-03,"ili perc","2017-23","quantile",NA,0.246305
"hhs10",2017-06-10,"ili perc","2017-24","quantile",NA,0.296349
