"location","origin_date","target","origin_epiweek","output_type","output_type_id","oracle_value"
"hhs5",2017-01-07,"ili perc","2017-02","quantile",NA,2.11757
"hhs5",2017-01-14,"ili perc","2017-03","quantile",NA,2.4432
"hhs5",2017-01-21,"ili perc","2017-04","quantile",NA,2.76295
"hhs5",2017-01-28,"ili perc","2017-05","quantile",NA,3.182
"hhs5",2017-02-04,"ili perc","2017-06","quantile",NA,3.9176
"hhs5",2017-02-11,"ili perc","2017-07","quantile",NA,4.31787
"hhs5",2017-02-18,"ili perc","2017-08","quantile",NA,4.26139
"hhs5",2017-02-25,"ili perc","2017-09","quantile",NA,3.04485
"hhs5",2017-03-04,"ili perc","2017-10","quantile",NA,3.31743
"hhs5",2017-03-11,"ili perc","2017-11","quantile",NA,2.99882
"hhs5",2017-03-18,"ili perc","2017-12","quantile",NA,2.81307
"hhs5",2017-03-25,"ili perc","2017-13","quantile",NA,2.38582
"hhs5",2017-04-01,"ili perc","2017-14","quantile",NA,2.08707
"hhs5",2017-04-08,"ili perc","2017-15","quantile",NA,1.59399
"hhs5",2017-04-15,"ili perc","2017-16","quantile",NA,1.43122
"hhs5",2017-04-22,"ili perc","2017-17","quantile",NA,1.28566
"hhs5",2017-04-29,"ili perc","2017-18","quantile",NA,1.13294
"hhs5",2017-05-06,"ili perc","2017-19","quantile",NA,1.12252
"hhs5",2017-05-13,"ili perc","2017-20","quantile",NA,0.93765
"hhs5",2017-05-20,"ili perc","2017-21","quantile",NA,0.823691
"hhs5",2017-05-27,"ili perc","2017-22","quantile",NA,0.785368
"hhs5",2017-06-03,"ili perc","2017-23","quantile",NA,0.717118
"hhs5",2017-06-10,"ili perc","2017-24","quantile",NA,0.639736
"hhs5",2017-06-17,"ili perc","2017-25","quantile",NA,0.659815
"hhs5",2017-06-24,"ili perc","2017-26","quantile",NA,0.572332
"hhs5",2017-07-01,"ili perc","2017-27","quantile",NA,0.486301
"hhs5",2017-07-08,"ili perc","2017-28","quantile",NA,0.559928
"hhs5",2017-07-15,"ili perc","2017-29","quantile",NA,0.553207
"hhs5",2017-07-22,"ili perc","2017-30","quantile",NA,0.559602
"hhs5",2017-07-29,"ili perc","2017-31","quantile",NA,0.602327
"hhs5",2017-08-05,"ili perc","2017-32","quantile",NA,0.612967
"hhs5",2017-08-12,"ili perc","2017-33","quantile",NA,0.637141
"hhs5",2017-08-19,"ili perc","2017-34","quantile",NA,0.627954
"hhs5",2017-08-26,"ili perc","2017-35","quantile",NA,0.724628
"hhs5",2017-09-02,"ili perc","2017-36","quantile",NA,0.859425
"hhs5",2017-09-09,"ili perc","2017-37","quantile",NA,1.04165
"hhs5",2017-09-16,"ili perc","2017-38","quantile",NA,1.11121
"hhs5",2017-09-23,"ili perc","2017-39","quantile",NA,1.29017
"hhs5",2017-09-30,"ili perc","2017-40","quantile",NA,1.13883
"hhs5",2017-10-07,"ili perc","2017-41","quantile",NA,1.16684
"hhs5",2017-10-14,"ili perc","2017-42","quantile",NA,1.14011
"hhs5",2017-10-21,"ili perc","2017-43","quantile",NA,1.23078
"hhs5",2017-10-28,"ili perc","2017-44","quantile",NA,1.22608
"hhs5",2017-11-04,"ili perc","2017-45","quantile",NA,1.32897
"hhs5",2017-11-11,"ili perc","2017-46","quantile",NA,1.21085
"hhs5",2017-11-18,"ili perc","2017-47","quantile",NA,1.54292
"hhs5",2017-11-25,"ili perc","2017-48","quantile",NA,1.59701
"hhs5",2017-12-02,"ili perc","2017-49","quantile",NA,1.92288
"hhs5",2017-12-09,"ili perc","2017-50","quantile",NA,2.18404
"hhs5",2017-12-16,"ili perc","2017-51","quantile",NA,3.19187
"hhs5",2017-12-23,"ili perc","2017-52","quantile",NA,4.75027
"hhs5",2017-12-30,"ili perc","2017-01","quantile",NA,4.41441
"hhs5",2018-01-06,"ili perc","2018-02","quantile",NA,4.71296
"hhs5",2018-01-13,"ili perc","2018-03","quantile",NA,5.06626
"hhs5",2018-01-20,"ili perc","2018-04","quantile",NA,5.29509
"hhs5",2018-01-27,"ili perc","2018-05","quantile",NA,5.65908
"hhs5",2018-02-03,"ili perc","2018-06","quantile",NA,5.8077
"hhs5",2018-02-10,"ili perc","2018-07","quantile",NA,4.6786
"hhs5",2018-02-17,"ili perc","2018-08","quantile",NA,3.79907
"hhs5",2018-02-24,"ili perc","2018-09","quantile",NA,2.97213
"hhs5",2018-03-03,"ili perc","2018-10","quantile",NA,2.63215
"hhs5",2018-03-10,"ili perc","2018-11","quantile",NA,2.30105
"hhs5",2018-03-17,"ili perc","2018-12","quantile",NA,2.22336
"hhs5",2018-03-24,"ili perc","2018-13","quantile",NA,2.16796
"hhs5",2018-03-31,"ili perc","2018-14","quantile",NA,1.76048
"hhs5",2018-04-07,"ili perc","2018-15","quantile",NA,1.68205
"hhs5",2018-04-14,"ili perc","2018-16","quantile",NA,1.44979
"hhs5",2018-04-21,"ili perc","2018-17","quantile",NA,1.36738
"hhs5",2018-04-28,"ili perc","2018-18","quantile",NA,1.14788
"hhs5",2018-05-05,"ili perc","2018-19","quantile",NA,1.03234
"hhs5",2018-05-12,"ili perc","2018-20","quantile",NA,0.941332
"hhs5",2018-05-19,"ili perc","2018-21","quantile",NA,0.975639
"hhs5",2018-05-26,"ili perc","2018-22","quantile",NA,0.919976
"hhs5",2018-06-02,"ili perc","2018-23","quantile",NA,0.775796
"hhs5",2018-06-09,"ili perc","2018-24","quantile",NA,0.572249
"hhs5",2018-06-16,"ili perc","2018-25","quantile",NA,0.54625
"hhs5",2018-06-23,"ili perc","2018-26","quantile",NA,0.557642
"hhs5",2018-06-30,"ili perc","2018-27","quantile",NA,0.528661
"hhs5",2018-07-07,"ili perc","2018-28","quantile",NA,0.536227
"hhs5",2018-07-14,"ili perc","2018-29","quantile",NA,0.574669
"hhs5",2018-07-21,"ili perc","2018-30","quantile",NA,0.445023
"hhs5",2018-07-28,"ili perc","2018-31","quantile",NA,0.538439
"hhs5",2018-08-04,"ili perc","2018-32","quantile",NA,0.472081
"hhs5",2018-08-11,"ili perc","2018-33","quantile",NA,0.515979
"hhs5",2018-08-18,"ili perc","2018-34","quantile",NA,0.568469
"hhs5",2018-08-25,"ili perc","2018-35","quantile",NA,0.664523
"hhs5",2018-09-01,"ili perc","2018-36","quantile",NA,0.809583
"hhs5",2018-09-08,"ili perc","2018-37","quantile",NA,0.94096
"hhs5",2018-09-15,"ili perc","2018-38","quantile",NA,1.08804
"hhs5",2018-09-22,"ili perc","2018-39","quantile",NA,0.973622
"hhs5",2018-09-29,"ili perc","2018-40","quantile",NA,1.00242
"hhs5",2018-10-06,"ili perc","2018-41","quantile",NA,1.07372
"hhs5",2018-10-13,"ili perc","2018-42","quantile",NA,1.01755
"hhs5",2018-10-20,"ili perc","2018-43","quantile",NA,1.15672
"hhs5",2018-10-27,"ili perc","2018-44","quantile",NA,1.33366
"hhs5",2018-11-03,"ili perc","2018-45","quantile",NA,1.26681
"hhs5",2018-11-10,"ili perc","2018-46","quantile",NA,1.34123
"hhs5",2018-11-17,"ili perc","2018-47","quantile",NA,1.57135
"hhs5",2018-11-24,"ili perc","2018-48","quantile",NA,1.50342
"hhs5",2018-12-01,"ili perc","2018-49","quantile",NA,1.47836
"hhs5",2018-12-08,"ili perc","2018-50","quantile",NA,1.73258
"hhs5",2018-12-15,"ili perc","2018-51","quantile",NA,2.23118
"hhs5",2018-12-22,"ili perc","2018-52","quantile",NA,3.03088
"hhs5",2018-12-29,"ili perc","2018-01","quantile",NA,2.40224
"hhs5",2019-01-05,"ili perc","2019-02","quantile",NA,2.20503
"hhs5",2019-01-12,"ili perc","2019-03","quantile",NA,2.26915
"hhs5",2019-01-19,"ili perc","2019-04","quantile",NA,2.37917
"hhs5",2019-01-26,"ili perc","2019-05","quantile",NA,2.49584
"hhs5",2019-02-02,"ili perc","2019-06","quantile",NA,2.30078
"hhs5",2019-02-09,"ili perc","2019-07","quantile",NA,2.48425
"hhs5",2019-02-16,"ili perc","2019-08","quantile",NA,2.91274
"hhs5",2019-02-23,"ili perc","2019-09","quantile",NA,3.03561
"hhs5",2019-03-02,"ili perc","2019-10","quantile",NA,3.30287
"hhs5",2019-03-09,"ili perc","2019-11","quantile",NA,3.56636
"hhs5",2019-03-16,"ili perc","2019-12","quantile",NA,3.19464
"hhs5",2019-03-23,"ili perc","2019-13","quantile",NA,2.55139
"hhs5",2019-03-30,"ili perc","2019-14","quantile",NA,2.07604
"hhs5",2019-04-06,"ili perc","2019-15","quantile",NA,1.75139
"hhs5",2019-04-13,"ili perc","2019-16","quantile",NA,1.58427
"hhs5",2019-04-20,"ili perc","2019-17","quantile",NA,1.27792
"hhs5",2019-04-27,"ili perc","2019-18","quantile",NA,1.22917
"hhs5",2019-05-04,"ili perc","2019-19","quantile",NA,1.08674
"hhs5",2019-05-11,"ili perc","2019-20","quantile",NA,1.13474
"hhs5",2019-05-18,"ili perc","2019-21","quantile",NA,1.001
"hhs5",2019-05-25,"ili perc","2019-22","quantile",NA,1.06924
"hhs5",2019-06-01,"ili perc","2019-23","quantile",NA,0.919699
"hhs5",2019-06-08,"ili perc","2019-24","quantile",NA,0.813831
"hhs5",2019-06-15,"ili perc","2019-25","quantile",NA,0.715927
"hhs5",2019-06-22,"ili perc","2019-26","quantile",NA,0.74116
"hhs5",2019-06-29,"ili perc","2019-27","quantile",NA,0.757679
"hhs5",2019-07-06,"ili perc","2019-28","quantile",NA,0.559973
"hhs5",2019-07-13,"ili perc","2019-29","quantile",NA,0.572801
"hhs5",2019-07-20,"ili perc","2019-30","quantile",NA,0.588688
"hhs5",2019-07-27,"ili perc","2019-31","quantile",NA,0.555753
"hhs5",2019-08-03,"ili perc","2019-32","quantile",NA,0.557836
"hhs5",2019-08-10,"ili perc","2019-33","quantile",NA,0.552133
"hhs5",2019-08-17,"ili perc","2019-34","quantile",NA,0.503687
"hhs5",2019-08-24,"ili perc","2019-35","quantile",NA,0.60047
"hhs5",2019-08-31,"ili perc","2019-36","quantile",NA,0.805677
"hhs5",2019-09-07,"ili perc","2019-37","quantile",NA,0.976901
"hhs5",2019-09-14,"ili perc","2019-38","quantile",NA,1.05817
"hhs5",2019-09-21,"ili perc","2019-39","quantile",NA,1.06951
"hhs5",2019-09-28,"ili perc","2019-40","quantile",NA,1.11084
"hhs5",2019-10-05,"ili perc","2019-41","quantile",NA,1.268
"hhs5",2019-10-12,"ili perc","2019-42","quantile",NA,1.27061
"hhs5",2019-10-19,"ili perc","2019-43","quantile",NA,1.36856
"hhs5",2019-10-26,"ili perc","2019-44","quantile",NA,1.42243
"hhs5",2019-11-02,"ili perc","2019-45","quantile",NA,1.47042
"hhs5",2019-11-09,"ili perc","2019-46","quantile",NA,1.53858
"hhs5",2019-11-16,"ili perc","2019-47","quantile",NA,1.62911
"hhs5",2019-11-23,"ili perc","2019-48","quantile",NA,1.97596
"hhs5",2019-11-30,"ili perc","2019-49","quantile",NA,2.06425
"hhs5",2019-12-07,"ili perc","2019-50","quantile",NA,2.39678
"hhs5",2019-12-14,"ili perc","2019-51","quantile",NA,3.24537
"hhs5",2019-12-21,"ili perc","2019-52","quantile",NA,4.76058
"hhs5",2019-12-28,"ili perc","2019-01","quantile",NA,3.35523
"hhs5",2020-01-04,"ili perc","2020-02","quantile",NA,2.98361
"hhs5",2020-01-11,"ili perc","2020-03","quantile",NA,3.08637
"hhs5",2020-01-18,"ili perc","2020-04","quantile",NA,4.15569
"hhs5",2020-01-25,"ili perc","2020-05","quantile",NA,5.04498
"hhs5",2020-02-01,"ili perc","2020-06","quantile",NA,5.52929
"hhs5",2020-02-08,"ili perc","2020-07","quantile",NA,5.19919
"hhs5",2020-02-15,"ili perc","2020-08","quantile",NA,4.70476
"hhs5",2020-02-22,"ili perc","2020-09","quantile",NA,4.48355
"hhs6",2015-10-17,"ili perc","2015-42","quantile",NA,2.98999
"hhs6",2015-10-24,"ili perc","2015-43","quantile",NA,3.09627
"hhs6",2015-10-31,"ili perc","2015-44","quantile",NA,2.87066
"hhs6",2015-11-07,"ili perc","2015-45","quantile",NA,3.26718
"hhs6",2015-11-14,"ili perc","2015-46","quantile",NA,3.27454
"hhs6",2015-11-21,"ili perc","2015-47","quantile",NA,4.08707
"hhs6",2015-11-28,"ili perc","2015-48","quantile",NA,3.638
"hhs6",2015-12-05,"ili perc","2015-49","quantile",NA,3.6785
"hhs6",2015-12-12,"ili perc","2015-50","quantile",NA,3.75233
"hhs6",2015-12-19,"ili perc","2015-51","quantile",NA,4.27091
"hhs6",2015-12-26,"ili perc","2015-52","quantile",NA,4.63939
"hhs6",2016-01-02,"ili perc","2016-01","quantile",NA,3.77153
"hhs6",2016-01-09,"ili perc","2016-02","quantile",NA,3.53418
"hhs6",2016-01-16,"ili perc","2016-03","quantile",NA,3.78371
"hhs6",2016-01-23,"ili perc","2016-04","quantile",NA,4.19069
"hhs6",2016-01-30,"ili perc","2016-05","quantile",NA,4.15589
"hhs6",2016-02-06,"ili perc","2016-06","quantile",NA,4.8437
"hhs6",2016-02-13,"ili perc","2016-07","quantile",NA,5.31515
"hhs6",2016-02-20,"ili perc","2016-08","quantile",NA,4.16406
"hhs6",2016-02-27,"ili perc","2016-09","quantile",NA,4.48291
"hhs6",2016-03-05,"ili perc","2016-10","quantile",NA,4.14826
"hhs6",2016-03-12,"ili perc","2016-11","quantile",NA,3.66362
"hhs6",2016-03-19,"ili perc","2016-12","quantile",NA,3.43738
"hhs6",2016-03-26,"ili perc","2016-13","quantile",NA,3.05546
"hhs6",2016-04-02,"ili perc","2016-14","quantile",NA,2.70478
"hhs6",2016-04-09,"ili perc","2016-15","quantile",NA,3.03213
"hhs6",2016-04-16,"ili perc","2016-16","quantile",NA,3.12015
"hhs6",2016-04-23,"ili perc","2016-17","quantile",NA,2.63344
"hhs6",2016-04-30,"ili perc","2016-18","quantile",NA,2.52747
"hhs6",2016-05-07,"ili perc","2016-19","quantile",NA,2.08684
"hhs6",2016-05-14,"ili perc","2016-20","quantile",NA,2.09639
"hhs6",2016-05-21,"ili perc","2016-21","quantile",NA,2.17518
"hhs6",2016-05-28,"ili perc","2016-22","quantile",NA,1.96065
"hhs6",2016-06-04,"ili perc","2016-23","quantile",NA,1.59479
"hhs6",2016-06-11,"ili perc","2016-24","quantile",NA,1.64698
"hhs6",2016-06-18,"ili perc","2016-25","quantile",NA,1.44474
"hhs6",2016-06-25,"ili perc","2016-26","quantile",NA,1.42227
"hhs6",2016-07-02,"ili perc","2016-27","quantile",NA,1.36613
"hhs6",2016-07-09,"ili perc","2016-28","quantile",NA,1.28243
"hhs6",2016-07-16,"ili perc","2016-29","quantile",NA,1.16551
"hhs6",2016-07-23,"ili perc","2016-30","quantile",NA,1.2563
"hhs6",2016-07-30,"ili perc","2016-31","quantile",NA,1.03208
"hhs6",2016-08-06,"ili perc","2016-32","quantile",NA,1.0707
"hhs6",2016-08-13,"ili perc","2016-33","quantile",NA,1.11025
"hhs6",2016-08-20,"ili perc","2016-34","quantile",NA,1.41844
"hhs6",2016-08-27,"ili perc","2016-35","quantile",NA,2.21023
"hhs6",2016-09-03,"ili perc","2016-36","quantile",NA,2.30176
"hhs6",2016-09-10,"ili perc","2016-37","quantile",NA,2.09464
"hhs6",2016-09-17,"ili perc","2016-38","quantile",NA,2.00967
"hhs6",2016-09-24,"ili perc","2016-39","quantile",NA,2.22051
"hhs6",2016-10-01,"ili perc","2016-40","quantile",NA,1.76526
"hhs6",2016-10-08,"ili perc","2016-41","quantile",NA,1.82039
"hhs6",2016-10-15,"ili perc","2016-42","quantile",NA,1.65697
"hhs6",2016-10-22,"ili perc","2016-43","quantile",NA,2.00697
"hhs6",2016-10-29,"ili perc","2016-44","quantile",NA,1.96261
"hhs6",2016-11-05,"ili perc","2016-45","quantile",NA,2.05983
"hhs6",2016-11-12,"ili perc","2016-46","quantile",NA,2.25577
"hhs6",2016-11-19,"ili perc","2016-47","quantile",NA,2.46228
"hhs6",2016-11-26,"ili perc","2016-48","quantile",NA,2.40277
"hhs6",2016-12-03,"ili perc","2016-49","quantile",NA,2.82109
"hhs6",2016-12-10,"ili perc","2016-50","quantile",NA,3.29508
"hhs6",2016-12-17,"ili perc","2016-51","quantile",NA,3.75623
"hhs6",2016-12-24,"ili perc","2016-52","quantile",NA,4.15913
"hhs6",2016-12-31,"ili perc","2017-01","quantile",NA,4.03886
"hhs6",2017-01-07,"ili perc","2017-02","quantile",NA,4.80185
"hhs6",2017-01-14,"ili perc","2017-03","quantile",NA,5.26955
"hhs6",2017-01-21,"ili perc","2017-04","quantile",NA,6.10427
"hhs6",2017-01-28,"ili perc","2017-05","quantile",NA,8.13221
"hhs6",2017-02-04,"ili perc","2017-06","quantile",NA,9.87589
"hhs6",2017-02-11,"ili perc","2017-07","quantile",NA,8.79917
"hhs6",2017-02-18,"ili perc","2017-08","quantile",NA,8.34112
"hhs6",2017-02-25,"ili perc","2017-09","quantile",NA,6.90124
"hhs6",2017-03-04,"ili perc","2017-10","quantile",NA,6.46666
"hhs6",2017-03-11,"ili perc","2017-11","quantile",NA,5.35945
"hhs6",2017-03-18,"ili perc","2017-12","quantile",NA,4.41414
"hhs6",2017-03-25,"ili perc","2017-13","quantile",NA,3.68979
"hhs6",2017-04-01,"ili perc","2017-14","quantile",NA,3.27296
"hhs6",2017-04-08,"ili perc","2017-15","quantile",NA,3.02577
"hhs6",2017-04-15,"ili perc","2017-16","quantile",NA,2.89176
"hhs6",2017-04-22,"ili perc","2017-17","quantile",NA,2.4434
"hhs6",2017-04-29,"ili perc","2017-18","quantile",NA,2.30211
"hhs6",2017-05-06,"ili perc","2017-19","quantile",NA,1.66187
"hhs6",2017-05-13,"ili perc","2017-20","quantile",NA,2.05313
"hhs6",2017-05-20,"ili perc","2017-21","quantile",NA,1.83173
"hhs6",2017-05-27,"ili perc","2017-22","quantile",NA,1.59942
"hhs6",2017-06-03,"ili perc","2017-23","quantile",NA,1.50041
"hhs6",2017-06-10,"ili perc","2017-24","quantile",NA,1.37974
"hhs6",2017-06-17,"ili perc","2017-25","quantile",NA,1.32368
"hhs6",2017-06-24,"ili perc","2017-26","quantile",NA,1.2837
"hhs6",2017-07-01,"ili perc","2017-27","quantile",NA,1.20651
"hhs6",2017-07-08,"ili perc","2017-28","quantile",NA,1.06283
"hhs6",2017-07-15,"ili perc","2017-29","quantile",NA,1.20983
"hhs6",2017-07-22,"ili perc","2017-30","quantile",NA,1.14309
"hhs6",2017-07-29,"ili perc","2017-31","quantile",NA,1.15229
"hhs6",2017-08-05,"ili perc","2017-32","quantile",NA,0.96867
"hhs6",2017-08-12,"ili perc","2017-33","quantile",NA,1.02289
"hhs6",2017-08-19,"ili perc","2017-34","quantile",NA,1.66769
"hhs6",2017-08-26,"ili perc","2017-35","quantile",NA,1.74834
"hhs6",2017-09-02,"ili perc","2017-36","quantile",NA,1.78512
"hhs6",2017-09-09,"ili perc","2017-37","quantile",NA,1.76123
"hhs6",2017-09-16,"ili perc","2017-38","quantile",NA,1.60371
"hhs6",2017-09-23,"ili perc","2017-39","quantile",NA,1.79261
"hhs6",2017-09-30,"ili perc","2017-40","quantile",NA,1.91763
"hhs6",2017-10-07,"ili perc","2017-41","quantile",NA,2.04769
"hhs6",2017-10-14,"ili perc","2017-42","quantile",NA,2.02153
"hhs6",2017-10-21,"ili perc","2017-43","quantile",NA,2.23701
"hhs6",2017-10-28,"ili perc","2017-44","quantile",NA,2.94144
"hhs6",2017-11-04,"ili perc","2017-45","quantile",NA,3.31967
"hhs6",2017-11-11,"ili perc","2017-46","quantile",NA,3.92209
"hhs6",2017-11-18,"ili perc","2017-47","quantile",NA,4.11395
"hhs6",2017-11-25,"ili perc","2017-48","quantile",NA,4.61822
"hhs6",2017-12-02,"ili perc","2017-49","quantile",NA,5.14474
"hhs6",2017-12-09,"ili perc","2017-50","quantile",NA,7.99198
"hhs6",2017-12-16,"ili perc","2017-51","quantile",NA,11.6106
"hhs6",2017-12-23,"ili perc","2017-52","quantile",NA,10.4245
"hhs6",2017-12-30,"ili perc","2017-01","quantile",NA,11.0059
"hhs6",2018-01-06,"ili perc","2018-02","quantile",NA,11.5045
"hhs6",2018-01-13,"ili perc","2018-03","quantile",NA,11.716
"hhs6",2018-01-20,"ili perc","2018-04","quantile",NA,12.7142
"hhs6",2018-01-27,"ili perc","2018-05","quantile",NA,12.5047
"hhs6",2018-02-03,"ili perc","2018-06","quantile",NA,11.3711
"hhs6",2018-02-10,"ili perc","2018-07","quantile",NA,9.56616
"hhs6",2018-02-17,"ili perc","2018-08","quantile",NA,7.26319
"hhs6",2018-02-24,"ili perc","2018-09","quantile",NA,5.35006
"hhs6",2018-03-03,"ili perc","2018-10","quantile",NA,4.27347
"hhs6",2018-03-10,"ili perc","2018-11","quantile",NA,3.35348
"hhs6",2018-03-17,"ili perc","2018-12","quantile",NA,2.83427
"hhs6",2018-03-24,"ili perc","2018-13","quantile",NA,2.95336
"hhs6",2018-03-31,"ili perc","2018-14","quantile",NA,2.49171
"hhs6",2018-04-07,"ili perc","2018-15","quantile",NA,2.13115
"hhs6",2018-04-14,"ili perc","2018-16","quantile",NA,2.12088
"hhs6",2018-04-21,"ili perc","2018-17","quantile",NA,2.03449
"hhs6",2018-04-28,"ili perc","2018-18","quantile",NA,1.98637
"hhs6",2018-05-05,"ili perc","2018-19","quantile",NA,1.92456
"hhs6",2018-05-12,"ili perc","2018-20","quantile",NA,1.54811
"hhs6",2018-05-19,"ili perc","2018-21","quantile",NA,1.71159
"hhs6",2018-05-26,"ili perc","2018-22","quantile",NA,1.52038
"hhs6",2018-06-02,"ili perc","2018-23","quantile",NA,1.41077
"hhs6",2018-06-09,"ili perc","2018-24","quantile",NA,1.42627
"hhs6",2018-06-16,"ili perc","2018-25","quantile",NA,1.25356
"hhs6",2018-06-23,"ili perc","2018-26","quantile",NA,1.4386
"hhs6",2018-06-30,"ili perc","2018-27","quantile",NA,1.13421
"hhs6",2018-07-07,"ili perc","2018-28","quantile",NA,1.18297
"hhs6",2018-07-14,"ili perc","2018-29","quantile",NA,0.977369
"hhs6",2018-07-21,"ili perc","2018-30","quantile",NA,0.931847
"hhs6",2018-07-28,"ili perc","2018-31","quantile",NA,0.982752
"hhs6",2018-08-04,"ili perc","2018-32","quantile",NA,1.19503
"hhs6",2018-08-11,"ili perc","2018-33","quantile",NA,0.995902
"hhs6",2018-08-18,"ili perc","2018-34","quantile",NA,1.31735
"hhs6",2018-08-25,"ili perc","2018-35","quantile",NA,1.26283
"hhs6",2018-09-01,"ili perc","2018-36","quantile",NA,1.78633
"hhs6",2018-09-08,"ili perc","2018-37","quantile",NA,1.8517
"hhs6",2018-09-15,"ili perc","2018-38","quantile",NA,1.78941
"hhs6",2018-09-22,"ili perc","2018-39","quantile",NA,2.05765
"hhs6",2018-09-29,"ili perc","2018-40","quantile",NA,2.28816
"hhs6",2018-10-06,"ili perc","2018-41","quantile",NA,2.00975
"hhs6",2018-10-13,"ili perc","2018-42","quantile",NA,2.16075
"hhs6",2018-10-20,"ili perc","2018-43","quantile",NA,2.52527
"hhs6",2018-10-27,"ili perc","2018-44","quantile",NA,2.79139
"hhs6",2018-11-03,"ili perc","2018-45","quantile",NA,2.98967
"hhs6",2018-11-10,"ili perc","2018-46","quantile",NA,3.32955
"hhs6",2018-11-17,"ili perc","2018-47","quantile",NA,3.63767
"hhs6",2018-11-24,"ili perc","2018-48","quantile",NA,3.39675
"hhs6",2018-12-01,"ili perc","2018-49","quantile",NA,3.34086
"hhs6",2018-12-08,"ili perc","2018-50","quantile",NA,3.85029
"hhs6",2018-12-15,"ili perc","2018-51","quantile",NA,4.62906
"hhs6",2018-12-22,"ili perc","2018-52","quantile",NA,6.04089
"hhs6",2018-12-29,"ili perc","2018-01","quantile",NA,4.91464
"hhs6",2019-01-05,"ili perc","2019-02","quantile",NA,4.3825
"hhs6",2019-01-12,"ili perc","2019-03","quantile",NA,5.11485
"hhs6",2019-01-19,"ili perc","2019-04","quantile",NA,6.47652
"hhs6",2019-01-26,"ili perc","2019-05","quantile",NA,8.17457
"hhs6",2019-02-02,"ili perc","2019-06","quantile",NA,9.80356
"hhs6",2019-02-09,"ili perc","2019-07","quantile",NA,10.0847
"hhs6",2019-02-16,"ili perc","2019-08","quantile",NA,9.40721
"hhs6",2019-02-23,"ili perc","2019-09","quantile",NA,9.18188
"hhs6",2019-03-02,"ili perc","2019-10","quantile",NA,8.24588
"hhs6",2019-03-09,"ili perc","2019-11","quantile",NA,7.28845
"hhs6",2019-03-16,"ili perc","2019-12","quantile",NA,5.49805
"hhs6",2019-03-23,"ili perc","2019-13","quantile",NA,4.54206
"hhs6",2019-03-30,"ili perc","2019-14","quantile",NA,4.01324
"hhs6",2019-04-06,"ili perc","2019-15","quantile",NA,3.47919
"hhs6",2019-04-13,"ili perc","2019-16","quantile",NA,3.0511
"hhs6",2019-04-20,"ili perc","2019-17","quantile",NA,2.47303
"hhs6",2019-04-27,"ili perc","2019-18","quantile",NA,2.29233
"hhs6",2019-05-04,"ili perc","2019-19","quantile",NA,2.21298
"hhs6",2019-05-11,"ili perc","2019-20","quantile",NA,2.24984
"hhs6",2019-05-18,"ili perc","2019-21","quantile",NA,2.47883
"hhs6",2019-05-25,"ili perc","2019-22","quantile",NA,1.93588
"hhs6",2019-06-01,"ili perc","2019-23","quantile",NA,1.92629
"hhs6",2019-06-08,"ili perc","2019-24","quantile",NA,1.9284
"hhs6",2019-06-15,"ili perc","2019-25","quantile",NA,1.67062
"hhs6",2019-06-22,"ili perc","2019-26","quantile",NA,1.60484
"hhs6",2019-06-29,"ili perc","2019-27","quantile",NA,1.51519
"hhs6",2019-07-06,"ili perc","2019-28","quantile",NA,1.37937
"hhs6",2019-07-13,"ili perc","2019-29","quantile",NA,1.204
"hhs6",2019-07-20,"ili perc","2019-30","quantile",NA,1.35089
"hhs6",2019-07-27,"ili perc","2019-31","quantile",NA,1.20033
"hhs6",2019-08-03,"ili perc","2019-32","quantile",NA,1.07901
"hhs6",2019-08-10,"ili perc","2019-33","quantile",NA,0.925983
"hhs6",2019-08-17,"ili perc","2019-34","quantile",NA,1.28484
"hhs6",2019-08-24,"ili perc","2019-35","quantile",NA,1.77937
"hhs6",2019-08-31,"ili perc","2019-36","quantile",NA,1.84024
"hhs6",2019-09-07,"ili perc","2019-37","quantile",NA,1.97188
"hhs6",2019-09-14,"ili perc","2019-38","quantile",NA,1.81368
"hhs6",2019-09-21,"ili perc","2019-39","quantile",NA,2.01778
"hhs6",2019-09-28,"ili perc","2019-40","quantile",NA,2.1699
"hhs6",2019-10-05,"ili perc","2019-41","quantile",NA,2.54586
"hhs6",2019-10-12,"ili perc","2019-42","quantile",NA,2.65452
"hhs6",2019-10-19,"ili perc","2019-43","quantile",NA,3.18499
"hhs6",2019-10-26,"ili perc","2019-44","quantile",NA,3.72909
"hhs6",2019-11-02,"ili perc","2019-45","quantile",NA,4.6946
"hhs6",2019-11-09,"ili perc","2019-46","quantile",NA,5.0121
"hhs6",2019-11-16,"ili perc","2019-47","quantile",NA,6.33439
"hhs6",2019-11-23,"ili perc","2019-48","quantile",NA,6.9234
"hhs6",2019-11-30,"ili perc","2019-49","quantile",NA,5.82737
"hhs6",2019-12-07,"ili perc","2019-50","quantile",NA,7.71245
"hhs6",2019-12-14,"ili perc","2019-51","quantile",NA,10.1455
"hhs6",2019-12-21,"ili perc","2019-52","quantile",NA,13.4026
"hhs6",2019-12-28,"ili perc","2019-01","quantile",NA,9.9767
"hhs6",2020-01-04,"ili perc","2020-02","quantile",NA,8.8427
"hhs6",2020-01-11,"ili perc","2020-03","quantile",NA,9.68527
"hhs6",2020-01-18,"ili perc","2020-04","quantile",NA,9.90765
"hhs6",2020-01-25,"ili perc","2020-05","quantile",NA,10.7181
